1737893243.373897000	0200520000000000
1737893243.414976000	0200000000000000
1737893243.701931000	0200510000000000
1737893243.741997000	0200000000000000
1737893244.189956000	0200520000000000
1737893244.237887000	0200000000000000
1737893247.373981000	0200510000000000
1737893247.414156000	0200000000000000
1737893247.822013000	0200510000000000
1737893247.862003000	0200000000000000
1737893248.270073000	0200510000000000
1737893248.318072000	0200000000000000
1737893248.805924000	0200510000000000
1737893248.846074000	0200000000000000
1737893255.893915000	0200520000000000
1737893255.933903000	0200000000000000
1737893256.229964000	0200510000000000
1737893256.278068000	0200000000000000
1737893256.870067000	0200520000000000
1737893256.917976000	0200000000000000
1737893263.877978000	0200520000000000
1737893263.925903000	0200000000000000
1737893264.325909000	0200510000000000
1737893264.366013000	0200000000000000
1737893264.966011000	0200520000000000
1737893265.021985000	0200000000000000
1737893265.550017000	0200520000000000
1737893265.598012000	0200000000000000
1737893266.149996000	0200510000000000
1737893266.197928000	0200000000000000
1737893272.014135000	0200510000000000
1737893272.061974000	0200000000000000
1737893272.686058000	0200520000000000
1737893272.734061000	0200000000000000
1737893273.341976000	0200510000000000
1737893273.381888000	0200000000000000
1737893273.837993000	0200510000000000
1737893273.877972000	0200000000000000
1737893279.494048000	0200520000000000
1737893279.541899000	0200000000000000
1737893280.310059000	0200520000000000
1737893280.349996000	0200000000000000
1737893280.957969000	0200520000000000
1737893281.005900000	0200000000000000
1737893287.486045000	0200520000000000
1737893287.533889000	0200000000000000
1737893288.014100000	0200520000000000
1737893288.061921000	0200000000000000
1737893288.509978000	0200520000000000
1737893288.550072000	0200000000000000
1737893295.965947000	0200520000000000
1737893296.014120000	0200000000000000
1737893296.581905000	0200510000000000
1737893296.621953000	0200000000000000
1737893297.334038000	0200520000000000
1737893297.374033000	0200000000000000
1737893305.141873000	0200510000000000
1737893305.189925000	0200000000000000
1737893305.901946000	0200510000000000
1737893305.949998000	0200000000000000
1737893306.757947000	0200520000000000
1737893306.805864000	0200000000000000
1737893307.461945000	0200520000000000
1737893307.509883000	0200000000000000
1737893308.046042000	0200510000000000
1737893308.093942000	0200000000000000
1737893308.878031000	0200520000000000
1737893308.926031000	0200000000000000
1737893316.165917000	0200510000000000
1737893316.205872000	0200000000000000
1737893316.661844000	0200520000000000
1737893316.710025000	0200000000000000
1737893322.878017000	0200520000000000
1737893322.918028000	0200000000000000
1737893330.109839000	0200510000000000
1737893330.165906000	0200000000000000
1737893330.614071000	0200510000000000
1737893330.661935000	0200000000000000
1737893331.494023000	0200520000000000
1737893331.541945000	0200000000000000
1737893332.101946000	0200520000000000
1737893332.141887000	0200000000000000
1737893332.910012000	0200510000000000
1737893332.965865000	0200000000000000
1737893333.541832000	0200520000000000
1737893333.581852000	0200000000000000
1737893340.470015000	0200520000000000
1737893340.518012000	0200000000000000
1737893341.077933000	0200520000000000
1737893341.118011000	0200000000000000
1737893347.349994000	0200520000000000
1737893347.397857000	0200000000000000
1737893348.013844000	0200510000000000
1737893348.053911000	0200000000000000
1737893348.541918000	0200520000000000
1737893348.581874000	0200000000000000
1737893349.037913000	0200520000000000
1737893349.078003000	0200000000000000
1737893356.077990000	0200510000000000
1737893356.125909000	0200000000000000
1737893356.814106000	0200510000000000
1737893356.853988000	0200000000000000
1737893357.637994000	0200520000000000
1737893357.677947000	0200000000000000
1737893358.205866000	0200520000000000
1737893358.253996000	0200000000000000
1737893358.789897000	0200510000000000
1737893358.829995000	0200000000000000
1737893359.445993000	0200520000000000
1737893359.485926000	0200000000000000
1737893365.901893000	0200510000000000
1737893365.949949000	0200000000000000
1737893366.749939000	0200520000000000
1737893366.797830000	0200000000000000
1737893367.293993000	0200520000000000
1737893367.341835000	0200000000000000
1737893368.029986000	0200510000000000
1737893368.077989000	0200000000000000
1737893374.525988000	0200510000000000
1737893374.573982000	0200000000000000
1737893375.157977000	0200520000000000
1737893375.197868000	0200000000000000
1737893375.693816000	0200520000000000
1737893375.741928000	0200000000000000
1737893376.229983000	0200510000000000
1737893376.269812000	0200000000000000
1737893383.005808000	0200520000000000
1737893383.053986000	0200000000000000
1737893390.741832000	0200520000000000
1737893390.797838000	0200000000000000
1737893391.605815000	0200510000000000
1737893391.653994000	0200000000000000
1737893392.349854000	0200520000000000
1737893392.397875000	0200000000000000
1737893392.901710000	0200520000000000
1737893392.941695000	0200000000000000
1737893393.469662000	0200510000000000
1737893393.517657000	0200000000000000
1737893394.213592000	0200520000000000
1737893394.253500000	0200000000000000
